0.0015764023220009025,-0.7865318420926452,-0.774670436359946
0.001610428199934582,-0.780097286282912,-0.7811066317395142
0.0016633767093418787,-0.7768009656830942,-0.7844151426048834
0.0017278157625846302,-0.7807151763619062,-0.7805144268057883
0.0018014887646996126,-0.7626764455206998,-0.7985665074126287
0.002257914747839297,-0.751273040878968,-0.8104011054854087
0.002317894603694416,-0.7423599417765199,-0.8192842902409588
0.0023702237621238743,-0.7346646077837466,-0.8269274190720622
0.0024108671790400303,-0.7276901978836254,-0.8338220823436646
0.0027502535209032873,-0.721649825937323,-0.8401126845120455
0.002771352644683852,-0.7155654028125916,-0.8460652534901487
0.0030228964502615517,-0.7102170329959028,-0.8515359580438832
0.0032013772617339293,-0.7051484458433737,-0.8566274226712068
0.0032334939708731276,-0.6999929890125722,-0.8616133088365387
0.0033420289171158415,-0.6954734580581708,-0.8660347246340281
0.0033801049708106785,-0.6908971612486092,-0.8704096370610364
0.0034293924060455516,-0.6869693015597982,-0.8741208623199749
0.0034509602624045567,-0.6833586863711301,-0.8774491355580857
0.0034930807917617148,-0.6797665284972573,-0.88078732244277
0.003557415976838174,-0.6769745462808255,-0.8832731693567444
0.003622643544418711,-0.6741472452262586,-0.8858338898247141
0.003785676190052683,-0.6722185245054945,-0.887515137343582
0.004004058755154551,-0.6705760149308595,-0.8889355491193054
0.004129928537587478,-0.6688371858950954,-0.89041305024396
0.004273030866621417,-0.667397940866615,-0.8915565338619476
0.004444278693578065,-0.6663215082927139,-0.8922904555605065
0.004692135166134153,-0.6656882338240834,-0.8925384215441228
0.005031203063677586,-0.6655780825608322,-0.8922293193828357
0.005466960659254474,-0.6660128431409433,-0.8913408843128031
0.005984511807124486,-0.666951785684219,-0.8898623036817226
0.006384447888566135,-0.6684047273329904,-0.8876925563252488
0.006444766650100816,-0.6705971117308921,-0.8848548346933603
0.006326462648718243,-0.67355944108877,-0.8811610327871928
0.006001182481284549,-0.67762541595684,-0.8762021889288496
0.005439527523137517,-0.683365472436314,-0.8694185256455879
0.0046483125464805266,-0.6907229026778691,-0.8609069445972479
